image,emotion
George_W_Bush_0378.jpg,5
CONTEMPT/contempt (2227).jpg,1
SADNESS/sadness (5318).jpg,6
CONTEMPT/contempt (245).jpg,1
CONTEMPT/contempt (45).jpg,1
SADNESS/sadness (4328).jpg,6
Francis_George_0001.jpg,5
SADNESS/sadness (3570).jpg,6
William_Ragland_0001.jpg,5
DISGUST/disgust (3242).jpg,2
HAPPINESS/happiness (3162).png,4
NEUTRAL/neutral (1301).jpg,5
FEAR/fear (2253).jpg,3
Stipe_Mesic_0001.jpg,5
SURPRISE/surprise (38).png,7
Donald_Pettit_0001.jpg,4
CONTEMPT/contempt (1798).jpg,1
HAPPINESS/happiness (3321).jpg,4
SURPRISE/surprise (2696).jpg,7
ANGER/anger (5864).jpg,0
SADNESS/sadness (3987).jpg,6
NEUTRAL/neutral (4320).jpg,5
Peter_Chan_0001.jpg,4
HAPPINESS/happiness (8860).png,4
NEUTRAL/neutral (2959).jpg,5
SURPRISE/surprise (5572).jpg,7
SADNESS/sadness (4329).jpg,6
Earl_Campbell_0001.jpg,5
Nancy_Pelosi_0005.jpg,4
ANGER/anger (5747).jpg,0
ANGER/anger (4723).png,0
HAPPINESS/happiness (6018).jpg,4
SADNESS/sadness (3631).jpg,6
Thalia_0001.jpg,5
HAPPINESS/happiness (3671).png,4
CONTEMPT/contempt (316).jpg,1
HAPPINESS/happiness (5847).jpg,4
HAPPINESS/happiness (738).png,4
SADNESS/sadness (4380).jpg,6
Li_Zhaoxing_0003.jpg,4
NEUTRAL/neutral (1925).png,5
FEAR/fear (5009).jpg,3
NEUTRAL/neutral (4887).jpg,5
FEAR/fear (550).jpg,3
SADNESS/sadness (56).jpg,6
SADNESS/sadness (3962).jpg,6
SURPRISE/surprise (5063).jpg,7
FEAR/fear (478).png,3
SURPRISE/surprise (2585).png,7
Richard_Gere_0008.jpg,5
NEUTRAL/neutral (2815).png,5
Tony_Blair_0064.jpg,4
Andy_Warhol_0001.jpg,5
FEAR/fear (112).jpg,3
SADNESS/sadness (3683).jpg,6
SADNESS/sadness (1781).jpg,6
NEUTRAL/neutral (897).png,5
Omar_Sharif_0003.jpg,4
HAPPINESS/happiness (5359).png,4
Edith_Masai_0001.jpg,5
NEUTRAL/neutral (2265).jpg,5
Heather_Whitestone_McCallum_0001.jpg,4
Mahmoud_Abbas_0003.jpg,4
HAPPINESS/happiness (4577).jpg,4
HAPPINESS/happiness (6437).png,4
FEAR/fear (4000).jpg,3
SADNESS/sadness (2141).jpg,6
CONTEMPT/contempt (2539).jpg,1
HAPPINESS/happiness (4276).jpg,4
SURPRISE/surprise (3722).jpg,7
NEUTRAL/neutral (2425).jpg,5
SADNESS/sadness (2226).png,6
CONTEMPT/contempt (1848).jpg,1
Colin_Powell_0011.jpg,5
Tom_Daschle_0002.jpg,5
Alistair_MacDonald_0001.jpg,4
HAPPINESS/happiness (5128).png,4
SURPRISE/surprise (1501).jpg,7
HAPPINESS/happiness (3029).jpg,4
DISGUST/disgust (116).jpg,2
Adam_Mair_0001.jpg,7
DISGUST/disgust (3291).jpg,2
SADNESS/sadness (5172).jpg,6
ANGER/anger (5990).jpg,0
HAPPINESS/happiness (5917).jpg,4
LeBron_James_0003.jpg,5
HAPPINESS/happiness (3718).jpg,4
HAPPINESS/happiness (16).png,4
Bixente_LIzarazu_0001.jpg,4
NEUTRAL/neutral (3481).png,5
Saeed_Mortazavi_0001.jpg,5
SADNESS/sadness (2714).jpg,6
NEUTRAL/neutral (672).png,5
Jiri_Novak_0008.jpg,5
DISGUST/disgust (702).png,2
NEUTRAL/neutral (1676).jpg,5
ANGER/anger (4554).jpg,0
NEUTRAL/neutral (2807).jpg,5
FEAR/fear (832).jpg,3
SADNESS/sadness (2708).jpg,6
NEUTRAL/neutral (1165).jpg,5
DISGUST/disgust (2916).jpg,2
CONTEMPT/contempt (75).jpg,1
DISGUST/disgust (2089).jpg,2
Mesut_Yilmaz_0002.jpg,5
CONTEMPT/contempt (2216).jpg,1
NEUTRAL/neutral (1432).jpg,5
NEUTRAL/neutral (2189).jpg,5
Jennifer_Capriati_0006.jpg,4
Ariel_Sharon_0027.jpg,5
CONTEMPT/contempt (593).jpg,1
FEAR/fear (5680).jpg,3
Jack_Welch_0001.jpg,5
CONTEMPT/contempt (2151).jpg,1
DISGUST/disgust (1898).jpg,2
CONTEMPT/contempt (1993).jpg,1
HAPPINESS/happiness (5379).jpg,4
NEUTRAL/neutral (327).jpg,5
HAPPINESS/happiness (5528).jpg,4
Bulent_Ecevit_0006.jpg,5
HAPPINESS/happiness (4934).jpg,4
Recep_Tayyip_Erdogan_0017.jpg,5
SURPRISE/surprise (5462).jpg,7
Colin_Powell_0163.jpg,4
HAPPINESS/happiness (5385).jpg,4
DISGUST/disgust (2020).jpg,2
ANGER/anger (1305).jpg,0
SURPRISE/surprise (5709).jpg,7
HAPPINESS/happiness (525).png,4
Cynthia_Rowley_0001.jpg,4
ANGER/anger (3418).jpg,0
CONTEMPT/contempt (1143).jpg,1
HAPPINESS/happiness (1447).png,4
SURPRISE/surprise (4726).jpg,7
CONTEMPT/contempt (1182).jpg,1
SURPRISE/surprise (4223).jpg,7
NEUTRAL/neutral (5382).jpg,5
SADNESS/sadness (1308).jpg,6
SURPRISE/surprise (1491).jpg,7
HAPPINESS/happiness (7729).png,4
NEUTRAL/neutral (3094).jpg,5
ANGER/anger (4919).jpg,0
DISGUST/disgust (3917).jpg,2
FEAR/fear (3258).jpg,3
NEUTRAL/neutral (1484).png,5
NEUTRAL/neutral (3807).jpg,5
FEAR/fear (1559).png,3
CONTEMPT/contempt (2788).jpg,1
HAPPINESS/happiness (3648).png,4
Greg_Gilbert_0002.jpg,4
FEAR/fear (890).jpg,3
NEUTRAL/neutral (1875).jpg,5
NEUTRAL/neutral (4170).png,5
ANGER/anger (4111).jpg,0
Denise_Johnson_0001.jpg,5
ANGER/anger (5353).jpg,0
George_W_Bush_0059.jpg,5
DISGUST/disgust (2235).jpg,2
HAPPINESS/happiness (3702).jpg,4
HAPPINESS/happiness (3563).jpg,4
NEUTRAL/neutral (1347).jpg,5
HAPPINESS/happiness (4505).jpg,4
CONTEMPT/contempt (295).jpg,1
FEAR/fear (4989).jpg,3
DISGUST/disgust (1508).jpg,2
Tara_Reid_0001.jpg,4
NEUTRAL/neutral (4133).jpg,5
ANGER/anger (5535).jpg,0
HAPPINESS/happiness (3446).png,4
Tony_Blair_0044.jpg,4
HAPPINESS/happiness (5581).jpg,4
ANGER/anger (4804).jpg,0
FEAR/fear (2818).jpg,3
Julia_Glass_0001.jpg,4
CONTEMPT/contempt (2100).jpg,1
Trent_Lott_0013.jpg,5
NEUTRAL/neutral (3696).jpg,5
HAPPINESS/happiness (4365).jpg,4
SURPRISE/surprise (4386).jpg,7
FEAR/fear (1798).jpg,3
HAPPINESS/happiness (1097).png,4
NEUTRAL/neutral (3951).png,5
NEUTRAL/neutral (5312).jpg,5
FEAR/fear (5565).jpg,3
DISGUST/disgust (3789).jpg,2
HAPPINESS/happiness (2792).jpg,4
Norah_Jones_0011.jpg,4
Kelly_Santos_0001.jpg,4
SURPRISE/surprise (1617).jpg,7
ANGER/anger (5448).jpg,0
CONTEMPT/contempt (796).jpg,1
CONTEMPT/contempt (2698).jpg,1
DISGUST/disgust (871).jpg,2
DISGUST/disgust (2005).jpg,2
SADNESS/sadness (1545).jpg,6
Barbara_Roberts_0001.jpg,5
NEUTRAL/neutral (3077).png,5
Mohammad_Khatami_0001.jpg,4
SADNESS/sadness (3954).jpg,6
SADNESS/sadness (5704).jpg,6
Alexander_Downer_0002.jpg,5
Ross_Verba_0001.jpg,5
NEUTRAL/neutral (1284).jpg,5
NEUTRAL/neutral (1009).jpg,5
NEUTRAL/neutral (407).jpg,5
SADNESS/sadness (5824).jpg,6
SADNESS/sadness (2799).jpg,6
Viola_Davis_0001.jpg,4
Tommy_Franks_0005.jpg,5
HAPPINESS/happiness (1).png,4
CONTEMPT/contempt (2511).jpg,1
SADNESS/sadness (2606).jpg,6
FEAR/fear (4150).jpg,3
HAPPINESS/happiness (3757).jpg,4
Caroline_Kennedy_0002.jpg,4
ANGER/anger (5172).jpg,0
HAPPINESS/happiness (6932).png,4
ANGER/anger (6006).jpg,0
SADNESS/sadness (1390).jpg,6
NEUTRAL/neutral (729).jpg,5
FEAR/fear (76).jpg,3
FEAR/fear (889).jpg,3
SADNESS/sadness (27).png,6
NEUTRAL/neutral (1306).jpg,5
CONTEMPT/contempt (2211).jpg,1
CONTEMPT/contempt (1251).jpg,1
ANGER/anger (4854).jpg,0
FEAR/fear (3713).jpg,3
CONTEMPT/contempt (1675).jpg,1
Filippo_Inzaghi_0002.jpg,0
FEAR/fear (3487).jpg,3
DISGUST/disgust (3730).jpg,2
FEAR/fear (4281).jpg,3
CONTEMPT/contempt (1907).jpg,1
DISGUST/disgust (1587).jpg,2
SURPRISE/surprise (4407).jpg,7
HAPPINESS/happiness (4616).jpg,4
HAPPINESS/happiness (3347).png,4
SADNESS/sadness (1982).png,6
Alex_Holmes_0001.jpg,4
CONTEMPT/contempt (1805).jpg,1
ANGER/anger (539).jpg,0
CONTEMPT/contempt (1017).jpg,1
NEUTRAL/neutral (800).png,5
CONTEMPT/contempt (760).jpg,1
FEAR/fear (5183).jpg,3
NEUTRAL/neutral (3650).jpg,5
SURPRISE/surprise (4967).jpg,7
CONTEMPT/contempt (238).jpg,1
Sergey_Lavrov_0011.jpg,5
Melanie_Griffith_0002.jpg,4
HAPPINESS/happiness (7916).png,4
George_W_Bush_0402.jpg,5
HAPPINESS/happiness (1742).jpg,4
NEUTRAL/neutral (1359).jpg,5
CONTEMPT/contempt (682).jpg,1
SADNESS/sadness (2838).jpg,6
ANGER/anger (1857).jpg,0
SURPRISE/surprise (71).jpg,7
CONTEMPT/contempt (1134).jpg,1
SADNESS/sadness (3264).png,6
NEUTRAL/neutral (2911).jpg,5
HAPPINESS/happiness (4166).jpg,4
ANGER/anger (1264).png,0
DISGUST/disgust (42).jpg,2
HAPPINESS/happiness (5749).jpg,4
SADNESS/sadness (2460).jpg,6
HAPPINESS/happiness (4763).jpg,4
CONTEMPT/contempt (989).jpg,1
FEAR/fear (2190).jpg,3
CONTEMPT/contempt (1637).jpg,1
FEAR/fear (2914).jpg,3
SADNESS/sadness (1438).jpg,6
NEUTRAL/neutral (1239).jpg,5
HAPPINESS/happiness (2235).jpg,4
Bill_Gates_0007.jpg,5
Bashar_Assad_0003.jpg,5
CONTEMPT/contempt (2006).jpg,1
Dan_Bylsma_0001.jpg,5
Herb_Ritts_0001.jpg,5
HAPPINESS/happiness (46).png,4
FEAR/fear (305).png,3
HAPPINESS/happiness (3755).jpg,4
NEUTRAL/neutral (5001).jpg,5
SURPRISE/surprise (4816).jpg,7
SURPRISE/surprise (415).png,7
CONTEMPT/contempt (2327).jpg,1
ANGER/anger (22).png,0
NEUTRAL/neutral (3561).jpg,5
HAPPINESS/happiness (5292).jpg,4
DISGUST/disgust (543).jpg,2
HAPPINESS/happiness (3194).jpg,4
NEUTRAL/neutral (1532).jpg,5
SURPRISE/surprise (5765).jpg,7
HAPPINESS/happiness (5395).png,4
John_Ashcroft_0028.jpg,7
SURPRISE/surprise (3642).jpg,7
SURPRISE/surprise (91).jpg,7
Laura_Bush_0016.jpg,4
SADNESS/sadness (5383).jpg,6
SADNESS/sadness (6).png,6
FEAR/fear (27).jpg,3
CONTEMPT/contempt (2311).jpg,1
SADNESS/sadness (4586).jpg,6
FEAR/fear (4506).jpg,3
John_Kerry_0016.jpg,4
Elvis_Stojko_0001.jpg,4
SURPRISE/surprise (4394).jpg,7
CONTEMPT/contempt (209).jpg,1
CONTEMPT/contempt (811).jpg,1
SADNESS/sadness (1100).jpg,6
CONTEMPT/contempt (535).jpg,1
FEAR/fear (2689).jpg,3
NEUTRAL/neutral (918).png,5
DISGUST/disgust (2186).jpg,2
FEAR/fear (1407).jpg,3
Hans_Blix_0019.jpg,5
HAPPINESS/happiness (5304).jpg,4
HAPPINESS/happiness (4757).jpg,4
HAPPINESS/happiness (7549).png,4
SURPRISE/surprise (5269).jpg,7
SURPRISE/surprise (1754).jpg,7
Ray_Romano_0001.jpg,4
John_Howard_0014.jpg,4
FEAR/fear (4218).jpg,3
HAPPINESS/happiness (1561).jpg,4
CONTEMPT/contempt (2548).jpg,1
CONTEMPT/contempt (271).jpg,1
NEUTRAL/neutral (3239).jpg,5
Bryan_Chui_0001.jpg,4
John_Ashcroft_0009.jpg,5
Brandon_Spann_0001.jpg,5
FEAR/fear (229).png,3
ANGER/anger (384).jpg,0
NEUTRAL/neutral (967).jpg,5
SURPRISE/surprise (1860).jpg,7
SURPRISE/surprise (2996).png,7
Susan_Sarandon_0003.jpg,4
Robert_Horan_0001.jpg,5
Johnny_Tapia_0001.jpg,4
Larry_Tanenbaum_0001.jpg,5
CONTEMPT/contempt (1797).jpg,1
SURPRISE/surprise (85).jpg,7
NEUTRAL/neutral (2211).jpg,5
CONTEMPT/contempt (544).jpg,1
CONTEMPT/contempt (44).jpg,1
CONTEMPT/contempt (104).jpg,1
DISGUST/disgust (443).jpg,2
Colin_Farrell_0002.jpg,4
ANGER/anger (26).png,0
ANGER/anger (87).jpg,0
NEUTRAL/neutral (4331).png,5
HAPPINESS/happiness (4409).jpg,4
HAPPINESS/happiness (4690).png,4
SURPRISE/surprise (4420).jpg,7
SURPRISE/surprise (2752).jpg,7
SADNESS/sadness (5900).jpg,6
NEUTRAL/neutral (4361).jpg,5
CONTEMPT/contempt (1735).jpg,1
CONTEMPT/contempt (1112).jpg,1
ANGER/anger (1947).jpg,0
HAPPINESS/happiness (6520).jpg,4
NEUTRAL/neutral (428).jpg,5
DISGUST/disgust (26).jpg,2
SADNESS/sadness (2045).jpg,6
NEUTRAL/neutral (2447).jpg,5
SURPRISE/surprise (2302).jpg,7
CONTEMPT/contempt (1634).jpg,1
Tony_Blair_0116.jpg,5
Amanda_Coetzer_0001.jpg,6
DISGUST/disgust (2227).jpg,2
SURPRISE/surprise (1435).jpg,7
Colin_Powell_0010.jpg,5
Tom_Ridge_0031.jpg,5
ANGER/anger (1015).jpg,0
FEAR/fear (5146).jpg,3
CONTEMPT/contempt (2026).jpg,1
ANGER/anger (5049).jpg,0
NEUTRAL/neutral (2669).png,5
SURPRISE/surprise (4227).jpg,7
NEUTRAL/neutral (2305).png,5
HAPPINESS/happiness (347).jpg,4
Jayamadhuri_61.jpg,4
Jennifer_Love_Hewitt_0001.jpg,4
ANGER/anger (394).jpg,0
DISGUST/disgust (1773).jpg,2
Mike_Miller_0001.jpg,5
SADNESS/sadness (4142).jpg,6
SURPRISE/surprise (5598).jpg,7
CONTEMPT/contempt (2752).jpg,1
CONTEMPT/contempt (2503).jpg,1
SADNESS/sadness (1743).jpg,6
NEUTRAL/neutral (589).png,5
SURPRISE/surprise (5181).jpg,7
FEAR/fear (4391).jpg,3
Patricia_Johnson_0001.jpg,4
NEUTRAL/neutral (3622).jpg,5
SADNESS/sadness (3389).jpg,6
NEUTRAL/neutral (4414).png,5
HAPPINESS/happiness (2225).jpg,4
HAPPINESS/happiness (4437).png,4
DISGUST/disgust (3988).jpg,2
ANGER/anger (3014).jpg,0
Serena_Williams_0009.jpg,0
ANGER/anger (1933).jpg,0
HAPPINESS/happiness (117).jpg,4
ANGER/anger (6071).jpg,0
Eduardo_Chillida_0001.jpg,5
FEAR/fear (2065).jpg,3
NEUTRAL/neutral (1979).png,5
Tony_Blair_0072.jpg,4
Demetrius_Ferraciu_0001.jpg,4
DISGUST/disgust (12).png,2
ANGER/anger (1000).jpg,0
SADNESS/sadness (4490).jpg,6
SADNESS/sadness (1911).jpg,6
DISGUST/disgust (3658).jpg,2
HAPPINESS/happiness (4079).png,4
NEUTRAL/neutral (4186).jpg,5
SURPRISE/surprise (4966).jpg,7
NEUTRAL/neutral (347).jpg,5
DISGUST/disgust (2052).jpg,2
NEUTRAL/neutral (557).jpg,5
Alessandra_Cerna_0001.jpg,6
HAPPINESS/happiness (3253).jpg,4
FEAR/fear (2357).jpg,3
CONTEMPT/contempt (655).jpg,1
SADNESS/sadness (1129).jpg,6
NEUTRAL/neutral (1856).jpg,5
Britney_Spears_0012.jpg,4
SURPRISE/surprise (4843).jpg,7
NEUTRAL/neutral (1384).jpg,5
CONTEMPT/contempt (2492).jpg,1
Larry_Ellison_0002.jpg,5
NEUTRAL/neutral (5350).jpg,5
FEAR/fear (969).jpg,3
FEAR/fear (375).png,3
NEUTRAL/neutral (5050).png,5
Ariel_Sharon_0043.jpg,5
NEUTRAL/neutral (4312).png,5
ANGER/anger (2461).jpg,0
CONTEMPT/contempt (2219).jpg,1
SURPRISE/surprise (11).jpg,7
HAPPINESS/happiness (5392).jpg,4
NEUTRAL/neutral (3490).jpg,5
Angela_Merkel_0001.jpg,4
HAPPINESS/happiness (4077).png,4
FEAR/fear (64).jpg,3
CONTEMPT/contempt (2105).jpg,1
NEUTRAL/neutral (5510).jpg,5
Jeffrey_Donaldson_0001.jpg,5
SURPRISE/surprise (4985).jpg,7
CONTEMPT/contempt (2449).jpg,1
NEUTRAL/neutral (956).jpg,5
NEUTRAL/neutral (505).jpg,5
SURPRISE/surprise (440).jpg,7
Astrid_Eyzaguirre_0001.jpg,4
DISGUST/disgust (507).jpg,2
ANGER/anger (4801).jpg,0
NEUTRAL/neutral (1733).jpg,5
Roberta_Combs_0001.jpg,5
NEUTRAL/neutral (3733).png,5
NEUTRAL/neutral (2066).jpg,5
NEUTRAL/neutral (4442).jpg,5
NEUTRAL/neutral (2962).jpg,5
FEAR/fear (30).png,3
NEUTRAL/neutral (95).jpg,5
NEUTRAL/neutral (1402).png,5
CONTEMPT/contempt (2447).jpg,1
NEUTRAL/neutral (590).png,5
NEUTRAL/neutral (3277).png,5
DISGUST/disgust (3247).jpg,2
NEUTRAL/neutral (890).jpg,5
ANGER/anger (3683).jpg,0
Pamela_Anderson_0003.jpg,5
Nestor_Kirchner_0018.jpg,4
George_W_Bush_0321.jpg,4
FEAR/fear (1224).jpg,3
William_Hochul_0002.jpg,4
CONTEMPT/contempt (2802).jpg,1
ANGER/anger (5464).jpg,0
HAPPINESS/happiness (7699).png,4
ANGER/anger (5692).jpg,0
NEUTRAL/neutral (5323).jpg,5
NEUTRAL/neutral (2716).jpg,5
DISGUST/disgust (4406).jpg,2
SADNESS/sadness (1213).jpg,6
SURPRISE/surprise (3667).jpg,7
NEUTRAL/neutral (4949).png,5
ANGER/anger (3719).jpg,0
Jackie_Chan_0004.jpg,4
SURPRISE/surprise (2091).jpg,7
HAPPINESS/happiness (1105).jpg,4
Isaiah_Washington_0001.jpg,4
ANGER/anger (1132).jpg,0
SADNESS/sadness (5861).jpg,6
FEAR/fear (1852).jpg,3
Vaclav_Havel_0006.jpg,5
Eric_Bana_0001.jpg,5
Joe_Garner_0001.jpg,4
FEAR/fear (2893).jpg,3
Lance_Armstrong_0002.jpg,4
Jose_Maria_Aznar_0017.jpg,5
SADNESS/sadness (2127).jpg,6
SURPRISE/surprise (8).png,7
HAPPINESS/happiness (7906).png,4
Martina_McBride_0003.jpg,4
NEUTRAL/neutral (864).jpg,5
CONTEMPT/contempt (82).jpg,1
DISGUST/disgust (3367).jpg,2
HAPPINESS/happiness (2801).png,4
DISGUST/disgust (929).jpg,2
HAPPINESS/happiness (6167).jpg,4
FEAR/fear (654).jpg,3
Patricia_Heaton_0002.jpg,4
ANGER/anger (1327).jpg,0
FEAR/fear (2058).jpg,3
FEAR/fear (347).jpg,3
FEAR/fear (2639).jpg,3
Joschka_Fischer_0006.jpg,5
NEUTRAL/neutral (997).jpg,5
NEUTRAL/neutral (4872).jpg,5
Norodom_Chakrapong_0001.jpg,4
Brenda_Magana_0001.jpg,4
DISGUST/disgust (3218).jpg,2
Tony_Blair_0127.jpg,4
Valery_Giscard_dEstaing_0005.jpg,5
Dionigi_Tettamanzi_0001.jpg,4
Richard_Myers_0008.jpg,5
Bob_Stoops_0002.jpg,5
Laura_Bush_0021.jpg,4
HAPPINESS/happiness (4209).jpg,4
HAPPINESS/happiness (4736).jpg,4
HAPPINESS/happiness (4096).jpg,4
CONTEMPT/contempt (473).jpg,1
NEUTRAL/neutral (3926).jpg,5
ANGER/anger (1324).jpg,0
DISGUST/disgust (51).png,2
HAPPINESS/happiness (450).jpg,4
NEUTRAL/neutral (4874).jpg,5
Michael_Jackson_0009.jpg,5
John_Negroponte_0030.jpg,5
Christine_Gregoire_0004.jpg,7
FEAR/fear (4364).jpg,3
NEUTRAL/neutral (213).png,5
ANGER/anger (714).jpg,0
FEAR/fear (3562).jpg,3
Sylvester_Stallone_0004.jpg,5
ANGER/anger (83).jpg,0
HAPPINESS/happiness (5851).jpg,4
DISGUST/disgust (3622).jpg,2
ANGER/anger (5831).jpg,0
Lesley_McCulloch_0002.jpg,5
CONTEMPT/contempt (2145).jpg,1
NEUTRAL/neutral (4456).jpg,5
NEUTRAL/neutral (1920).jpg,5
SADNESS/sadness (4803).jpg,6
NEUTRAL/neutral (4906).jpg,5
Mariah_Carey_0007.jpg,4
Wang_Yi_0001.jpg,5
SADNESS/sadness (2490).jpg,6
NEUTRAL/neutral (3499).jpg,5
NEUTRAL/neutral (193).png,5
CONTEMPT/contempt (907).jpg,1
SADNESS/sadness (3180).jpg,6
SADNESS/sadness (1168).jpg,6
HAPPINESS/happiness (3320).jpg,4
ANGER/anger (5019).jpg,0
SURPRISE/surprise (1979).png,7
HAPPINESS/happiness (8926).png,4
HAPPINESS/happiness (2541).jpg,4
ANGER/anger (5301).jpg,0
SURPRISE/surprise (4834).jpg,7
CONTEMPT/contempt (436).jpg,1
NEUTRAL/neutral (44).jpg,5
NEUTRAL/neutral (5502).jpg,5
DISGUST/disgust (3285).jpg,2
FEAR/fear (1432).jpg,3
ANGER/anger (2499).jpg,0
DISGUST/disgust (2760).jpg,2
DISGUST/disgust (2182).jpg,2
DISGUST/disgust (4337).jpg,2
HAPPINESS/happiness (3527).jpg,4
FEAR/fear (3550).jpg,3
SADNESS/sadness (5625).jpg,6
Fujio_Cho_0006.jpg,5
NEUTRAL/neutral (3163).png,5
NEUTRAL/neutral (3778).jpg,5
CONTEMPT/contempt (2222).jpg,1
Celine_Dion_0002.jpg,4
NEUTRAL/neutral (62).png,5
HAPPINESS/happiness (4087).png,4
NEUTRAL/neutral (1771).jpg,5
SADNESS/sadness (22).png,6
Hugh_Grant_0006.jpg,4
HAPPINESS/happiness (2735).jpg,4
Paul_Celluci_0001.jpg,5
CONTEMPT/contempt (2059).jpg,1
Hung_Wan-ting_0001.jpg,5
DISGUST/disgust (2119).jpg,2
HAPPINESS/happiness (4198).png,4
FEAR/fear (3488).jpg,3
SURPRISE/surprise (9).jpg,7
HAPPINESS/happiness (1665).png,4
HAPPINESS/happiness (57).png,4
HAPPINESS/happiness (8735).png,4
NEUTRAL/neutral (5184).jpg,5
HAPPINESS/happiness (5008).png,4
Saddam_Hussein_0005.jpg,5
SADNESS/sadness (4655).jpg,6
FEAR/fear (3909).jpg,3
NEUTRAL/neutral (4675).jpg,5
FEAR/fear (4617).jpg,3
DISGUST/disgust (3008).jpg,2
HAPPINESS/happiness (58).png,4
FEAR/fear (33).jpg,3
FEAR/fear (3254).jpg,3
SADNESS/sadness (152).jpg,6
ANGER/anger (4699).png,0
CONTEMPT/contempt (2701).jpg,1
NEUTRAL/neutral (361).png,5
Paul_Bremer_0009.jpg,5
CONTEMPT/contempt (1864).jpg,1
NEUTRAL/neutral (1099).png,5
CONTEMPT/contempt (433).jpg,1
SADNESS/sadness (58).jpg,6
SURPRISE/surprise (2460).jpg,7
SURPRISE/surprise (3181).jpg,7
ANGER/anger (5608).jpg,0
FEAR/fear (2105).jpg,3
HAPPINESS/happiness (6251).jpg,4
DISGUST/disgust (1651).jpg,2
HAPPINESS/happiness (4430).jpg,4
Jim_Furyk_0003.jpg,4
Yoko_Ono_0002.jpg,4
Bob_Geldof_0001.jpg,5
SADNESS/sadness (3354).jpg,6
ANGER/anger (9).png,0
Charles_Moose_0009.jpg,5
HAPPINESS/happiness (6590).jpg,4
Yana_Klochkova_0001.jpg,4
FEAR/fear (40).png,3
CONTEMPT/contempt (287).jpg,1
NEUTRAL/neutral (1804).jpg,5
SADNESS/sadness (4440).jpg,6
Queen_Rania_0001.jpg,4
HAPPINESS/happiness (6469).jpg,4
Saddam_Hussein_0004.jpg,5
SADNESS/sadness (1644).jpg,6
DISGUST/disgust (2385).jpg,2
ANGER/anger (4748).jpg,0
ANGER/anger (974).png,0
Teddy_Kollek_0001.jpg,4
FEAR/fear (819).jpg,3
HAPPINESS/happiness (6360).png,4
ANGER/anger (65).png,0
Robert_Blake_0007.jpg,5
DISGUST/disgust (3399).jpg,2
HAPPINESS/happiness (8137).png,4
NEUTRAL/neutral (4570).png,5
NEUTRAL/neutral (2079).jpg,5
SADNESS/sadness (5703).jpg,6
CONTEMPT/contempt (2176).jpg,1
Atal_Bihari_Vajpayee_0016.jpg,5
HAPPINESS/happiness (4958).jpg,4
CONTEMPT/contempt (2473).jpg,1
CONTEMPT/contempt (2573).jpg,1
Bill_Guerin_0001.jpg,5
HAPPINESS/happiness (3752).jpg,4
SURPRISE/surprise (4629).jpg,7
NEUTRAL/neutral (259).jpg,5
Gunter_Pleuger_0006.jpg,5
SADNESS/sadness (2782).jpg,6
HAPPINESS/happiness (3413).png,4
HAPPINESS/happiness (8140).png,4
HAPPINESS/happiness (1169).jpg,4
SADNESS/sadness (5201).jpg,6
SURPRISE/surprise (35).jpg,7
James_Kelly_0003.jpg,5
SURPRISE/surprise (4344).jpg,7
NEUTRAL/neutral (1601).jpg,5
James_Wolfensohn_0001.jpg,4
ANGER/anger (5630).jpg,0
CONTEMPT/contempt (1553).jpg,1
Ana_Isabel_Sanchez_0001.jpg,5
ANGER/anger (858).jpg,0
HAPPINESS/happiness (3696).jpg,4
DISGUST/disgust (2341).jpg,2
ANGER/anger (3776).jpg,0
SADNESS/sadness (5768).jpg,6
Amy_Yasbeck_0001.jpg,4
ANGER/anger (69).jpg,0
FEAR/fear (3545).jpg,3
ANGER/anger (79).jpg,0
Naomi_Watts_0019.jpg,4
FEAR/fear (33).png,3
SADNESS/sadness (196).jpg,6
DISGUST/disgust (4463).jpg,2
George_W_Bush_0210.jpg,4
Salma_Hayek_0001.jpg,4
SADNESS/sadness (80).jpg,6
NEUTRAL/neutral (2591).jpg,5
SURPRISE/surprise (5038).jpg,7
SADNESS/sadness (10).png,6
Toni_Braxton_0003.jpg,5
SURPRISE/surprise (4873).jpg,7
FEAR/fear (1603).jpg,3
NEUTRAL/neutral (3297).jpg,5
Martin_Cauchon_0001.jpg,5
SURPRISE/surprise (574).jpg,7
NEUTRAL/neutral (4810).png,5
NEUTRAL/neutral (3597).png,5
NEUTRAL/neutral (1675).png,5
TA_McLendon_0001.jpg,4
HAPPINESS/happiness (6635).png,4
NEUTRAL/neutral (3253).png,5
HAPPINESS/happiness (6955).png,4
FEAR/fear (2006).jpg,3
SADNESS/sadness (3692).jpg,6
Nestor_Kirchner_0006.jpg,4
SADNESS/sadness (4519).jpg,6
David_Stern_0004.jpg,4
Ariel_Sharon_0044.jpg,5
NEUTRAL/neutral (515).jpg,5
FEAR/fear (5249).jpg,3
NEUTRAL/neutral (50).png,5
George_W_Bush_0222.jpg,5
Tara_Dawn_Christensen_0001.jpg,4
SADNESS/sadness (3732).jpg,6
FEAR/fear (5252).jpg,3
CONTEMPT/contempt (1499).jpg,1
NEUTRAL/neutral (26).jpg,5
SADNESS/sadness (5302).png,6
Rebecca_Romijn-Stamos_0004.jpg,4
FEAR/fear (3166).jpg,3
HAPPINESS/happiness (3801).jpg,4
ANGER/anger (4988).jpg,0
Venus_Williams_0002.jpg,4
