,image,emotion,mouth_distance,average_distance,eye-brows,eye_size
4453,Tom_Daschle_0025.jpg,1,71.84175058945182,69.80962279124603,-29,42.0559405651196
3446,Nick_Nolte_0004.jpg,0,90.29577833055488,63.50375469105423,-49,35.51340235162769
3215,Michael_Phelps_0005.jpg,0,124.13209061409022,78.80580628231797,-31,43.97942782988644
3461,Nicole_Kidman_0011.jpg,0,71.55370000213988,70.17013432269493,-7,57.12376281266887
3083,Martin_Cauchon_0001.jpg,1,91.5888747788824,76.14566291633987,-46,40.59675104876433
3789,Reese_Witherspoon_0001.jpg,1,50.62097881366235,62.48476977061849,-29,56.75153520380125
3287,Mikhail_Youzhny_0002.jpg,1,52.4342055687667,57.94309118962327,-39,48.29130788238727
4493,Tony_Blair_0016.jpg,1,97.91693396997474,77.46372211522394,-51,45.142967959197534
278,Ann_Veneman_0003.jpg,0,105.53648448280686,77.44697091880528,-40,51.983073678404565
2414,John_Mayer_0002.jpg,0,82.39452758289978,65.74037353714054,-34,52.59008866299747
3920,Robert_Zoellick_0002.jpg,1,68.86453482133203,72.08578127197967,-38,45.0504741735097
2731,Kristanna_Loken_0004.jpg,0,118.91493690134277,81.51411690207568,-31,51.133594444431694
362,Arnold_Schwarzenegger_0030.jpg,0,139.47791618973102,79.17490274647324,-55,33.2713563842851
505,BJ_Habibie_0001.jpg,0,103.95555057403088,71.93732403950955,-48,50.94223518001854
3943,Roger_Etchegaray_0001.jpg,1,67.57127718949475,74.50817545305053,-40,38.235428031687704
1462,George_W_Bush_0088.jpg,1,62.0955923794336,72.93295286896624,-52,44.068151391997006
1581,George_W_Bush_0528.jpg,0,114.16464590663539,79.99185863634428,-48,37.7199152618177
264,Anna_Nicole_Smith_0002.jpg,0,110.50024600305818,68.55914843337858,2,43.257406339489684
1347,Filippo_Inzaghi_0002.jpg,3,116.56199440141854,72.84116869189693,-61,40.08432395292713
1933,Igor_Ivanov_0011.jpg,1,74.34237112042835,72.3072697795718,-27,39.58298545790631
1281,Erika_Christensen_0001.jpg,0,108.74380426226273,72.60366202027501,-28,44.64520783028162
609,Camilla_Parker_Bowles_0001.jpg,0,126.10913427676597,81.68744233536827,-31,41.435787400158034
286,Anthony_Mazur_0001.jpg,1,52.27531690774745,58.35552799057535,-43,41.19002444920598
4154,Sergio_Vieira_De_Mello_0010.jpg,1,76.28391651446896,78.63499456502949,-46,61.732955343701875
2915,Lleyton_Hewitt_0037.jpg,1,51.01999200639361,48.15407886585189,-53,48.135368765805296
1921,Ian_Thorpe_0005.jpg,0,120.9799657323845,75.78556583954082,-45,45.88585966166981
2195,Jennifer_Capriati_0041.jpg,1,101.96302657105144,79.49926551857621,-28,52.10296160498632
874,Colin_Powell_0156.jpg,1,81.28325523086866,70.63595966345935,-36,44.02755502110774
3196,Michael_Deutsch_0001.jpg,0,109.8989766104605,74.63647771852831,-32,44.0727224454173
2594,Justin_Marshall_0001.jpg,1,72.8078570380153,63.67916208141406,-56,48.512526192213684
1323,Felipe_Fernandez_0001.jpg,0,131.56141983689486,82.7521965754522,-51,53.49108337157339
4326,Tali_Imani_0001.jpg,3,148.25591171852568,89.80640101145218,-21,43.228194216896895
470,Bill_Clinton_0029.jpg,1,95.66687155941801,82.79850186908399,-15,45.46446131788961
1422,George_Karl_0001.jpg,1,59.22830631781437,61.036967994304206,-55,42.697803568052564
3212,Michael_Michele_0001.jpg,0,110.20716726893734,80.68233289159683,-15,51.898963255656795
2498,Jose_Jose_0001.jpg,1,77.56425090899396,54.625446875671244,-75,43.348000701033854
124,Alison_Krauss_0001.jpg,0,142.29359220277416,79.1377625860627,-33,50.79370458993647
4030,Saddam_Hussein_0005.jpg,1,71.03399404499915,65.91635972381025,-58,42.07915208379903
3941,Rogerio_Romero_0002.jpg,0,173.55914847913922,87.34345363410795,-49,37.395501726480006
1492,George_W_Bush_0214.jpg,0,73.26310445499249,64.51568302669813,-38,36.86189891639907
2308,Joan_Claybrook_0002.jpg,1,58.71531235700603,77.56369466511899,-19,46.56597764535024
1949,Isaiah_Washington_0001.jpg,0,86.97499463077632,80.84419019469051,-51,57.72870827950241
3629,Pervez_Musharraf_0012.jpg,1,51.581303037357294,64.62535430220187,-41,45.711854337272484
4105,Sebastien_Grosjean_0001.jpg,1,63.48062997285707,73.99780519049453,-48,41.92855423860582
319,Ariel_Sharon_0033.jpg,1,102.28279729008804,85.63423314196928,-47,46.725299955068635
4601,Valery_Giscard_dEstaing_0006.jpg,0,79.38583580208831,74.45706886391801,-67,39.14426107793249
2737,Kurt_Warner_0002.jpg,0,76.41344689475757,61.46666536877606,-62,46.00397578149911
1355,Francis_George_0001.jpg,1,58.436791918060024,64.40576288180696,-39,47.10341876808056
2944,Luiz_Inacio_Lula_da_Silva_0001.jpg,0,95.54697311390323,67.1785727753903,-53,36.31969156031714
4753,Xiang_Liu_0001.jpg,0,89.93979309720368,66.59967943645121,-52,39.900316497136274
1872,Hugh_Grant_0003.jpg,0,86.51609948690313,71.90021710484038,-46,50.34650530072108
1452,George_W_Bush_0058.jpg,0,65.28964600958975,71.16914309632892,-38,46.18850400111084
195,Anastasia_Myskina_0001.jpg,3,94.68836102875214,81.50853331682644,-31,45.37907270245458
567,Brian_Jordan_0001.jpg,0,115.64588980427376,64.98911440656411,-64,35.564600514261755
746,Christiane_Wulff_0001.jpg,0,71.1947442938961,70.20131241441206,-12,42.696824757844695
3069,Marquis_Estill_0001.jpg,2,76.08291090086948,81.05090725879661,-22,42.331907840271754
4090,Scott_Rudin_0002.jpg,0,115.17717565528977,65.61682639822193,-65,47.4175524860573
3430,Nia_Vardalos_0001.jpg,0,146.28019642618014,82.781471712114,-25,52.94681301601453
3691,Princess_Hisako_0001.jpg,0,147.27209705990836,86.6241233971534,-49,40.23614992380607
4666,Vladimir_Putin_0023.jpg,0,64.31874414763331,62.97813648196081,-23,46.81678078921542
4599,Valery_Giscard_dEstaing_0004.jpg,0,62.52675515265033,69.72857970007433,-51,42.49903169268372
419,Baz_Luhrmann_0001.jpg,0,92.19782210908461,89.96531675036265,-25,41.60885124308119
1335,Fernando_Gonzalez_0009.jpg,0,132.99881131831944,87.15158511999273,-52,48.72671719612596
3944,Roger_Federer_0002.jpg,0,78.07647016016239,62.34630410014772,-39,40.86428799840032
3586,Paul_ONeill_0002.jpg,1,57.63868224991583,65.02908917896947,-41,44.45832593068292
2267,Jiang_Zemin_0009.jpg,0,53.42304769084066,59.969387375104375,-35,37.545600751737574
610,Camille_Lewis_0001.jpg,0,119.2748219013555,73.86641887468379,-34,46.07174362934537
3770,Ray_Sherman_0001.jpg,0,111.36179202772325,86.52919432531564,-74,53.24541356116206
2103,Jason_Sehorn_0001.jpg,0,122.25638614325968,79.38802068775695,-51,39.899091999138975
272,Anne_McLellan_0003.jpg,1,110.97419979847055,77.76301641174479,-55,49.52162298872568
3311,Mohamed_Seineldin_0001.jpg,1,59.86999493560626,58.310967247886424,-45,42.86060527681883
7,Abdullah_0004.jpg,1,51.15974481593781,65.07092882806201,-48,41.511751893663686
3105,Mary_Landrieu_0001.jpg,0,155.24958882506115,87.58891799402092,-33,43.93704391067982
1741,Halle_Berry_0002.jpg,3,74.96262459473252,62.53501614251521,-23,53.27527646362373
263,Anna_Nicole_Smith_0001.jpg,0,158.81150463326924,77.03161986144072,-44,35.630538827110826
2798,Laura_Pausini_0001.jpg,0,73.53563594891426,66.76107952058838,-29,56.529121093025594
1144,Donald_Rumsfeld_0085.jpg,1,85.1209884494919,78.19495311106415,-43,43.35607189951548
184,Amelia_Vega_0007.jpg,0,157.6179238732309,87.74871966455217,-36,53.66662936413967
3511,Oscar_Bolanos_0001.jpg,1,94.49819215922324,50.86890760814189,-45,39.899091999138975
3226,Michael_Shelby_0001.jpg,1,78.76941930590087,69.07706724900228,-49,46.443844966123294
474,Bill_Gates_0003.jpg,1,88.1208689490117,66.26481031818616,-51,47.21439878325455
3900,Robert_F_Kennedy_Jr_0001.jpg,1,73.00561903740461,55.254209628415644,-66,46.41964628379073
521,Bob_Holden_0001.jpg,1,56.5504798123722,61.836348505873076,-40,45.34527457601271
1564,George_W_Bush_0464.jpg,1,54.249314277415394,60.00720833285877,-79,46.364050007448895
3871,Rita_Moreno_0002.jpg,0,125.63289230342345,83.94453855750962,-40,54.55927753180998
594,Bruno_Junquiera_0001.jpg,0,115.32383036077994,66.22193372984827,-32,49.11702285323729
3277,Mike_Weir_0009.jpg,1,82.27785918955192,71.60126186522162,-31,44.18662921705837
524,Bob_Hope_0004.jpg,0,55.68055708367675,63.42885730837635,-14,43.29770860968887
3983,Ron_Howard_0002.jpg,0,81.3063361330491,63.21620265839063,-59,38.926391540212975
2472,Jorge_Rodolfo_Canicoba_Corral_0002.jpg,1,73.37315859868788,70.58437795833228,-53,47.100236551473145
3515,Oscar_DLeon_0001.jpg,0,119.36167991812212,73.56758126947516,-35,36.00379422400043
2423,John_Negroponte_0011.jpg,1,72.57454492238855,74.18947995495157,-26,46.41250504235524
3671,Phil_Johnson_0001.jpg,1,49.20759754382428,54.566364232339446,-67,50.35650323549808
3757,Raquel_Welch_0002.jpg,0,88.03246305513048,67.8755046117344,-28,43.36197986006475
1332,Fernando_Gonzalez_0004.jpg,2,144.40021914873253,86.17211643286377,-61,46.94908264787052
1442,George_W_Bush_0012.jpg,2,66.27317428926315,78.59580939417356,-49,43.03279839478378
3117,Matthew_Broderick_0004.jpg,0,68.09416637626248,62.111467077831556,-55,46.16820215666874
2750,Lance_Armstrong_0005.jpg,0,81.37094184396888,70.66339442327042,-60,54.34542748368035
2947,Luiz_Inacio_Lula_da_Silva_0013.jpg,0,93.47202665129134,65.54934385055851,-42,37.57245013120301
3648,Peter_Rasmussen_0001.jpg,1,64.33095873806766,74.21237090141837,-42,44.7926992555041
3313,Mohammad_Al-Sharief_0001.jpg,1,69.01250186383797,65.66499399212763,-66,49.885837045353064
4297,Susilo_Bambang_Yudhoyono_0004.jpg,1,61.440006836571065,61.11851397788603,-31,37.715714680413456
3502,Oprah_Winfrey_0003.jpg,0,167.34970098697661,96.77487095723211,-72,58.817872664634145
2262,Jewel_Howard-Taylor_0001.jpg,0,69.00154755616259,61.36677308691035,-31,47.17860542293823
2475,Joschka_Fischer_0001.jpg,1,80.51896763221316,60.35052060562729,-74,47.07357461555265
1545,George_W_Bush_0385.jpg,0,69.0147027033899,55.41594253327478,-49,36.82422828349853
3872,Robbie_Coltrane_0001.jpg,0,73.39866209470438,44.30991681749924,-43,34.360596189440265
3275,Mike_Weir_0004.jpg,1,75.32017957997556,79.86246016278608,-33,52.905792428528066
2771,Larry_Lucchino_0002.jpg,0,79.88584611930462,68.94804755209297,-55,47.84995185011326
4582,Uma_Thurman_0002.jpg,0,123.24977806825193,81.17295921646861,-16,49.196597021374046
4173,Shawn_Marion_0001.jpg,0,115.16803401360033,82.2909338512916,-32,39.19418209536648
1167,Don_Siegelman_0001.jpg,1,41.77302430948444,55.36986363815571,-58,52.17384268867368
4464,Tom_Osborne_0001.jpg,1,75.87861341173834,72.34125025107925,-28,49.68253098978191
1086,Dianne_Feinstein_0002.jpg,0,90.65974057299053,69.95286660825846,-33,43.36197986006475
1359,Francois_Ozon_0001.jpg,0,71.70421185426036,65.27954593628128,-23,40.55036153860746
442,Bernard_Law_0004.jpg,1,63.17752490491044,69.69140610416099,-25,51.063423830773715
4113,Serena_Williams_0006.jpg,3,123.81770477425316,74.35334401649992,-49,45.9886807253456
367,Artieas_Shanks_0001.jpg,1,60.403735512801234,73.61096800563516,-51,52.570648899764116
2532,Juan_Manuel_Marquez_0002.jpg,0,90.09512939021934,64.31455530610044,-32,33.38887443201467
4193,Sigourney_Weaver_0001.jpg,0,81.7158470596112,68.01289345756868,-39,53.55917518032828
2268,Jiang_Zemin_0010.jpg,1,52.33075699336638,49.159708126820554,-31,26.966793087589416
498,Bill_Simon_0003.jpg,0,110.97212569364297,79.08888882542311,-46,51.24179771710297
659,Carmen_Electra_0006.jpg,0,85.419791798641,73.33574053011495,-16,55.84839941173908
1961,Jackie_Chan_0011.jpg,0,89.39053746727708,73.02142170405654,-30,34.526022754683545
3822,Richard_Crenna_0002.jpg,0,112.616495867028,81.39368981815811,-41,37.601701591631006
4679,Walter_Annenberg_0001.jpg,1,73.47130984828931,77.69795568957461,-32,44.525801370286075
111,Alex_Holmes_0001.jpg,0,117.30848410800216,76.95388707072644,-48,52.55828477869332
2368,John_Ashcroft_0032.jpg,1,76.00452410171489,65.10189644254018,-51,40.24580259793981
433,Ben_Curtis_0003.jpg,1,64.26449605277551,63.63378205004853,-46,37.1866838218044
3484,Norah_Jones_0015.jpg,0,59.341155093354715,54.652877943197545,-54,55.43401048058808
2429,John_Negroponte_0030.jpg,1,57.1725046566048,62.567005604483086,-54,50.562911731189416
15,Abdullah_Gul_0010.jpg,1,79.70212420975054,55.81652663260875,-85,44.90511314969705
851,Colin_Powell_0117.jpg,1,73.25041433645467,70.38207178970909,-52,44.627759962563374
53,Akbar_Al_Baker_0001.jpg,0,64.47476407200617,61.663118487965725,-53,49.310766351499936
40,Agnes_Bruckner_0001.jpg,1,55.50669847594746,67.60802742257991,-23,57.7079027789428
2846,Leuris_Pupo_0001.jpg,0,91.02668863876035,68.36511009679363,-35,41.03590263556718
3689,Princess_Caroline_0005.jpg,1,60.240982601070556,60.54797705911865,-43,48.32430847202687
608,Cameron_Diaz_0006.jpg,0,56.14229980387531,58.571260534101825,-36,45.18925969656676
1469,George_W_Bush_0114.jpg,0,57.11483265388948,58.386738611389646,-62,38.45311866217031
2751,Lance_Armstrong_0017.jpg,0,95.52503137595158,71.84894405101355,-48,43.302400100840245
3513,Oscar_De_La_Hoya_0004.jpg,0,124.74786858026431,71.37110147880287,-57,47.18101910861213
1852,Hisao_Oguchi_0002.jpg,0,105.25336669304914,76.42917996533137,-54,45.00904369143672
1334,Fernando_Gonzalez_0008.jpg,1,59.30988254402011,57.004355445811235,-41,45.39101226673711
2878,Lindsay_Davenport_0020.jpg,1,87.15175094585277,52.5097721173885,-50,43.34493531578296
1333,Fernando_Gonzalez_0006.jpg,2,101.06575493491408,77.08773873754384,-62,48.46834248370064
2998,Makiko_Tanaka_0001.jpg,1,64.56146616222523,67.73291865774127,-51,49.37883908334952
1776,Hans_Blix_0014.jpg,1,63.033891687672536,59.64326620962545,-58,28.13017998968339
2363,John_Ashcroft_0019.jpg,1,79.48696594325662,71.42715334726786,-62,45.041965447418235
2334,Joe_Lieberman_0010.jpg,1,92.49503491662975,83.6434145913369,-39,44.290382568375016
1675,Goldie_Hawn_0007.jpg,0,123.76883728213633,85.07526944176101,-73,72.10319416431012
27,Adel_Al-Jubeir_0003.jpg,1,47.135943621178654,55.53162578151045,-33,44.16656377333593
1796,Harald_Ringstorff_0001.jpg,0,70.3123932720008,50.81356281633838,-85,43.32536088392231
2035,James_Harris_0001.jpg,1,76.71067811865476,65.27098490591538,-66,55.30636993214761
450,Betty_Williams_0001.jpg,0,114.18043170586583,58.768341758804,-57,45.43897111262399
2101,Jason_Kidd_0010.jpg,0,91.0885071135786,65.09021055719995,-79,58.27507553552378
2908,Lleyton_Hewitt_0024.jpg,0,162.42942379550541,86.09404309274461,-67,56.375842564935624
3526,Pamela_Anderson_0001.jpg,0,109.17719336226122,73.61471669334082,-24,51.492028857479006
1339,Fernando_Vargas_0001.jpg,1,62.33369917400215,59.422074309341596,-60,50.03216893411044
2602,Kamal_Kharrazi_0001.jpg,1,60.93188729394538,57.707969770964105,-56,40.110295877031604
3960,Roh_Moo-hyun_0023.jpg,0,83.80253277459414,71.72811567199204,-52,39.16788110406823
4527,Tony_Blair_0096.jpg,1,111.69952627236675,81.53032955089903,-30,52.27175817969791
782,Chuck_Yeager_0001.jpg,0,65.23882524094714,73.58918893678407,-23,44.61658726835966
1879,Hugo_Chavez_0037.jpg,0,103.61283247205752,75.61565364476174,-33,40.6761798809495
693,Celso_Lafer_0001.jpg,1,64.3917260328534,69.56323981752168,-58,44.66231992348319
1460,George_W_Bush_0084.jpg,1,75.92475429355014,72.71171509537322,-32,39.77785970810547
3755,Raoul_Ruiz_0001.jpg,0,65.9555703911251,64.19678231704134,-27,40.65233919132905
3695,Prince_Claus_0001.jpg,0,69.05015482565693,73.49395910019717,-35,43.818156215212426
4093,Scott_Wolf_0001.jpg,0,93.46488314745332,62.67398792940958,-54,43.782650529076506
2443,John_Snow_0008.jpg,1,79.99044637512189,77.63375833054812,-25,51.53847172658217
441,Bernard_Giraudeau_0001.jpg,0,128.55618441929337,76.42032992116374,-54,39.48310755295448
30,Adolfo_Rodriguez_Saa_0001.jpg,0,114.91977713308162,76.00558279440371,-56,46.012589995569314
4033,Saddam_Hussein_0012.jpg,0,83.42343006004899,59.06567806484164,-48,35.46644514014625
2360,John_Ashcroft_0016.jpg,1,64.36908593407753,75.40669720057339,-57,49.487985797353005
1625,Gerhard_Schroeder_0101.jpg,1,57.86366116451196,69.16120342232,-42,48.321087809220984
2167,Jeffery_Hendren_0001.jpg,0,122.84474124103957,81.69580783186514,-57,41.884904114997575
3467,Nikki_Reed_0001.jpg,0,124.42198651800646,82.61281083367658,-26,53.723383666126615
1402,Gary_Leon_Ridgway_0001.jpg,1,61.17142151383377,57.14457814542587,-60,49.18937704608551
1297,Estella_Warren_0001.jpg,0,80.23658511104048,70.0567691826029,-18,51.76062802163489
3974,Romeo_Gigli_0001.jpg,0,96.83101512484241,69.42498939322306,-33,50.167448829858124
2847,Lewis_Booth_0001.jpg,1,63.60031564201243,78.2544978642516,-64,62.015233726245995
931,Costas_Simitis_0005.jpg,1,73.41727148625458,65.34315361928513,-43,35.066417114808786
2244,Jeri_Ryan_0001.jpg,0,116.28712122420859,74.23543395157894,-31,49.18872610169352
1673,Gloria_Macapagal_Arroyo_0044.jpg,0,115.32266658122325,71.53396488024335,-38,43.81653929907804
1866,Hosni_Mubarak_0008.jpg,0,110.58535149767303,74.74480227499454,-28,39.93920125382395
4385,Tiger_Woods_0001.jpg,4,66.27214725461393,62.695290050080054,-44,52.70626177591721
3171,Meryl_Streep_0015.jpg,0,112.33224836194651,71.95291436636289,-54,43.0445828654891
3181,Michael_Ballack_0003.jpg,0,154.38674819380998,85.66661182953918,-56,40.90268302741098
1048,Debra_Messing_0003.jpg,0,64.77251958026673,59.824660900861886,-22,45.84359112793416
1671,Gloria_Macapagal_Arroyo_0039.jpg,0,100.94922884944128,64.92953993144678,-37,40.82367713891044
1601,Gerhard_Schroeder_0026.jpg,0,100.58549673098975,61.59959899939133,-73,34.0632083690014
462,Bill_Bradley_0001.jpg,0,62.18932326461933,70.97819064130054,-29,47.85214060364481
2946,Luiz_Inacio_Lula_da_Silva_0008.jpg,1,60.7112532515334,61.874777620096,-37,46.322395813482075
682,Catherine_Deneuve_0004.jpg,1,57.68687668757707,59.68237910332099,-50,56.41731192291603
2369,John_Ashcroft_0034.jpg,1,106.17641262514098,81.77200559882324,-59,47.36827147070165
1742,Halle_Berry_0007.jpg,0,115.10245681825567,79.27260410284042,-26,55.33433595497916
2674,Kimberly_Bruckner_0001.jpg,0,84.85430659423824,65.34515261737657,-39,36.3757970802372
458,Billy_Crystal_0001.jpg,0,118.7050657200148,73.93951516688615,-38,29.991629960734645
1245,Elmar_Brok_0001.jpg,1,68.0266763825829,53.62151901091633,-57,43.715305146615435
1101,Diego_Diego_Lerman_0001.jpg,1,58.62089207046576,62.913017684082256,-40,47.45360149523838
3861,Rick_Caruso_0001.jpg,1,68.9434749211712,65.97678696848703,-58,57.11684985992504
850,Colin_Powell_0113.jpg,1,68.46339172674475,85.9801241415994,-45,53.08890340218594
853,Colin_Powell_0124.jpg,1,73.47921726199728,86.38159185708902,-14,45.20260363026352
1546,George_W_Bush_0392.jpg,1,52.725583114898555,59.24639915766013,-35,42.30872550824839
2903,Lleyton_Hewitt_0016.jpg,0,94.37226690253078,74.66905211860306,-41,55.29571576204682
484,Bill_Graham_0007.jpg,1,70.87750092410309,57.991263063460714,-38,39.05201674242498
2137,Jean-Pierre_Raffarin_0006.jpg,1,45.00948122566648,59.89417751334431,-51,46.91205927475686
1205,Eduardo_Fischer_0001.jpg,0,135.4110432960511,73.51742990611137,-47,44.19381180403722
268,Anne_Krueger_0001.jpg,1,66.9112774056377,52.896472138564036,-75,57.14411673353354
4163,Sharon_Frey_0001.jpg,0,94.33564764170208,74.01094677285606,-53,46.41181836870784
3824,Richard_Gephardt_0009.jpg,1,74.96131980151048,74.73052656275092,-32,48.115070836871496
254,Angelo_Reyes_0003.jpg,1,64.62994277115088,62.573230454805305,-35,48.65792148238143
2691,Kim_Ryong-sung_0001.jpg,0,91.0997109599877,72.50584333927232,-50,32.42939403998855
2764,Larry_Brown_0007.jpg,3,165.04186592400265,80.85818489190716,-67,34.178719586005855
31,Adolfo_Rodriguez_Saa_0002.jpg,0,158.33171506127871,67.55993430416723,-81,34.481865689566746
4412,Todd_Haynes_0001.jpg,0,147.19471597605616,78.25091617580551,-59,43.57668709145586
1079,Diana_Krall_0006.jpg,0,93.04787499701965,71.30876287406588,-36,50.02301310157536
2553,Julianne_Moore_0008.jpg,0,157.71629282141927,79.9205284873819,-63,42.13604833337729
1819,Heizo_Takenaka_0005.jpg,0,85.1456301198908,63.910304590668105,-62,32.762404306836984
1406,Gavyn_Davies_0001.jpg,0,66.26876262236311,64.40589887338412,-50,44.52727164880497
1091,Dick_Cheney_0004.jpg,1,74.32025492621665,68.41775332900252,-39,35.990536765369626
914,Colleen_Ryan_0001.jpg,1,52.912826280020695,68.69616955167636,-40,47.79539610655921
2313,Joan_Laporta_0007.jpg,1,66.91655496087743,69.86641356148631,-44,52.23089370926654
4472,Tom_Ridge_0031.jpg,1,83.2234964652267,75.2171021560084,-43,41.75229818817219
839,Colin_Powell_0081.jpg,1,81.36383774718217,74.69071464828329,-36,44.985514428286635
3301,Mitar_Rasevic_0001.jpg,1,58.977964468090356,52.353736362103746,-51,40.877588606869004
1376,Fran_Drescher_0001.jpg,0,131.5964738063351,87.26414703720818,-31,43.1325911776247
3127,Matt_Walters_0001.jpg,0,94.60601893574982,81.32882787760215,-34,47.57249947732576
3437,Nicanor_Duarte_Frutos_0005.jpg,0,103.54653493119247,81.66077292011163,-56,50.95498294054519
781,Chuck_Woolery_0001.jpg,0,63.295076834202895,66.4425907330667,-32,45.17942043254324
2809,LeBron_James_0003.jpg,1,97.9424266147422,76.5246556599599,-43,45.70872752638154
3157,Mehmet_Ali_Sahin_0001.jpg,0,84.6018986454628,72.6843587263464,-51,32.47858884177213
1891,Hugo_Chavez_0062.jpg,1,80.84469536506037,56.67823534295766,-56,43.58054996895738
974,Dan_Bartlett_0001.jpg,1,88.19208904889737,48.64892814176446,-72,37.39133204326536
2875,Lindsay_Davenport_0006.jpg,3,59.57326222149297,64.9549351367232,-28,51.112883398259356
1358,Francis_Mer_0002.jpg,0,109.44271909999159,75.2531138350335,-38,36.71966874795674
777,Chris_Tucker_0002.jpg,1,67.44914803609385,71.19737782388155,-32,60.95382519160465
3401,Nate_Hybl_0001.jpg,0,88.35653233432312,81.49348000752589,-33,42.97944764502721
2490,Joseph_Estrada_0002.jpg,1,103.309538444581,82.64149682980033,-36,44.65895941964183
3405,Nebojsa_Pavkovic_0001.jpg,1,60.22434779074952,60.9220973569261,-48,42.07694545186126
76,Alec_Baldwin_0003.jpg,1,60.00012998205405,66.88560089635465,-32,39.50501690054291
3015,Marc_Gold_0001.jpg,1,85.30343282430889,76.18690735908092,-18,36.284169742544236
1825,Helen_Clark_0004.jpg,0,137.0774776492196,81.26019765656117,-31,37.59669352669577
2474,Jorge_Valdano_0002.jpg,2,98.61641779078268,74.66039171940838,-53,56.443425863949074
3050,Marissa_Jaret_Winokur_0002.jpg,0,159.77514231140657,85.73893771896446,-29,41.26666857633463
97,Alejandro_Toledo_0037.jpg,1,72.98277296608504,66.33138077957196,-55,36.94898904683855
3266,Mike_Scioscia_0001.jpg,0,73.76754272839392,73.82358360672958,-35,34.82444227248435
4629,Vicente_Fox_0004.jpg,1,67.0274014953082,69.21946505543477,-39,37.78387018942793
4649,Vincent_Brooks_0007.jpg,1,64.34388697366583,68.01911273481767,-46,43.113579303280346
3985,Rosalie_Perkov_0001.jpg,0,90.64934259635218,78.45562186405843,-45,45.444569624368384
1303,Evan_Rachel_Wood_0001.jpg,0,134.6267327376737,77.810296605176,-54,55.460751842767735
3842,Richard_Norton-Taylor_0001.jpg,0,57.774625871094486,60.22248255298257,-46,42.397476650248926
2147,Jean_Charest_0014.jpg,0,83.99141779951852,80.02880239515501,-28,41.26366031786813
2746,Laila_Ali_0003.jpg,0,122.78831165899692,76.43591125519318,-31,52.05687618731197
3638,Peter_Arnett_0003.jpg,1,81.96938257946195,62.33303823582918,-42,36.27397798338659
3949,Roger_Moore_0005.jpg,0,98.23732781016788,77.05440321852684,-38,45.84397981297363
3493,OJ_Simpson_0002.jpg,0,130.7512810084909,79.45608920942904,-69,43.88713182412152
2699,Kim_Yong-il_0003.jpg,1,47.0425531653713,60.69838823156704,-22,38.04333052933668
507,Bobby_Goldwater_0001.jpg,1,63.66559668492175,70.46018563355884,-41,36.630400822253705
132,Ali_Mohammed_Maher_0001.jpg,1,77.10519036176179,50.976960668827054,-75,49.671419760534725
239,Angela_Bassett_0004.jpg,0,171.4112233644642,93.64278760027477,-44,47.89791145605336
3785,Recep_Tayyip_Erdogan_0019.jpg,0,81.58422958124231,62.39140219192103,-60,42.69626361367298
4758,Yann_Martel_0001.jpg,1,67.07569854807144,66.17448526433733,-23,47.24826602523079
1197,Edmund_Stoiber_0009.jpg,1,62.96447736195093,58.8206249282938,-24,30.99553080039597
3832,Richard_Jewell_0001.jpg,1,49.49740271995769,57.05489108644248,-39,45.2034528195846
1509,George_W_Bush_0277.jpg,1,61.98595788820907,69.36385435266297,-25,35.37598168157678
2937,Luis_Gonzalez_Macchi_0003.jpg,1,57.275612093953015,63.73314622184943,-50,50.66504061200341
4745,Wu_Peng_0001.jpg,1,102.07117344630709,76.0273651448283,-20,39.5296502699351
400,Bak_Chang-Ryun_0001.jpg,1,47.281619770716794,66.9480250812803,-41,45.67719204252607
293,Antonio_Banderas_0004.jpg,2,59.27744520980938,70.37456939336138,-57,61.77020246979092
3187,Michael_Bloomberg_0020.jpg,0,62.01893288760739,62.27301515869467,-45,45.14202953623805
4577,Turner_Stevenson_0001.jpg,0,130.56209207712092,73.44838182279814,-31,32.06369413616448
2063,James_Wolfensohn_0004.jpg,1,47.24280826999497,56.6464937971943,-35,35.7849889127479
573,Brian_StPierre_0001.jpg,1,105.76920128316173,71.73418016403497,-31,43.32822585178265
859,Colin_Powell_0133.jpg,1,65.15997104323323,66.83484589865962,-32,42.40552374204447
1702,Greg_Rusedski_0003.jpg,1,96.54825995033052,78.31360106939758,-37,42.952849806435694
1785,Hans_Blix_0026.jpg,1,47.525759895676245,58.745786862109895,-39,44.79169294764882
2076,Janet_Leigh_0001.jpg,0,139.89428541010616,82.73441714472168,-47,56.73794205210986
4598,Valery_Giscard_dEstaing_0003.jpg,1,46.3606797749979,64.24826987289929,-55,38.34956109884579
1053,Demetrius_Ferraciu_0002.jpg,0,106.77824356503466,65.28843543107817,-82,39.29552259371461
2525,Juan_Carlos_Ferrero_0004.jpg,1,49.31797780234433,63.513604378719286,-17,37.47237657565567
2284,Jim_Bunning_0001.jpg,1,70.76490801796056,73.25306452250115,-20,41.47028577859842
4528,Tony_Blair_0099.jpg,0,93.2483106821141,71.5323398805668,-51,47.728412873874106
666,Carolyn_Dawn_Johnson_0003.jpg,0,101.89858824484152,72.69403845325692,-47,58.57033563518586
2146,Jean_Charest_0009.jpg,1,52.33796980873794,65.95544789679194,-42,45.55204956333691
1561,George_W_Bush_0458.jpg,1,90.94930266805939,73.68467871384544,-60,44.773789628017
